_sim_1
.0954465
.0775717
-.0217986
.0112311
.0731015
.0085764
.0678857
.0532544
.0415493
.1390179
.0272417
.116643
.0752993
.079281
.0374977
.0042708
.100995
.0365914
.0128037
.111512
.0310264
.0838446
.028958
.0885544
-.0636442
.1096478
-.0011925
.0611838
.0006814
.0437419
.1256126
.0258995
.0250369
.0726432
.0444976
.0533783
.0279983
.0885192
.0859201
.0420947
.0087186
.0995987
.022858
.0727366
.0136818
.0430615
.1395432
.0957312
.0413557
.0531183
-.0588576
-.0360443
.0768063
.0513061
.1143863
.0734604
.11708
.0107468
.0858198
.0271573
.1032697
.120254
-.0369858
.0229611
.0262546
.1327356
.0681228
.111781
.0504643
.1114605
.0522572
.0116741
.0289378
.0552985
.1642895
-.0270408
.0391554
.1016574
.1205689
.1588373
-.0486659
.0826353
-.0094562
.1111084
.0702383
.0337798
.0998468
.0339431
.0271
.0157362
-.1038328
-.0043979
.1299259
.0090247
.1061479
.0655841
.0819761
.0455637
.0561241
.1564276
.1015408
.0806281
.0893252
.0988023
.0490481
.0344843
-.0102231
.058793
.036821
.0426355
.0445734
.0359176
.0391563
.0144041
.0575779
.0399038
.045959
.066239
-.0037819
.0827378
-.0343333
.051227
.0630099
.1390116
.0941516
.0659334
.0441501
.0660493
.0435313
.0141198
.0876213
-.0059442
.0948341
.0176127
.0047489
.0326339
.1025217
.0177957
.0336486
.1106714
.0194607
.0222194
.052213
.0596904
-.0262818
.0271473
.0435666
.1031218
-.0186852
.0152323
.0902207
.026709
.0170983
-.0199726
-.042848
-.0086464
.0909554
-.0550235
-.0114325
.032366
.0623174
-.0335921
.1109168
.0577348
.0112373
.0874884
.0677689
.0037417
.1273557
.0002727
.0740484
.0760823
.0541974
.0643309
.0881437
.0465909
.0390579
.059105
.0519014
.1234221
-.0055224
.0324201
.0889035
.1084877
-.0177395
.0104713
.0520208
-.050802
.0703666
.0396276
.0120338
.0230132
.0679738
.0991108
.0551548
.0427064
.0108885
.0806566
.0962229
.0714643
.0254095
.1286663
.0447003
.0519881
.1189135
.0073033
.1209265
.0206084
.0572115
-.0023008
.1140177
.0760346
-.0047803
.0227121
.03261
.0927581
.0483866
.1577799
.055541
.0606548
-.0225768
.0798324
.0413037
.0512862
.0694218
.0404392
.0712402
.07625
.095014
.1401345
.0387692
.0458491
.0459385
.0892734
.0314712
.0424088
-.0128573
.0432927
.0260036
.0846811
.0373376
.1158926
.1452358
.0804639
.0863982
.0540199
.0383318
.0624518
.0235858
.0827749
-.0247475
.0609706
.0836637
.08123
.1169253
-.0421044
.0495261
.0207935
-.0219772
.0716862
.0459874
-.0178093
-.017402
.0323914
.0038674
.1135952
.1427105
.016659
.0406255
.057361
-.022295
.0172414
.026644
.0719887
.0517212
.0498234
.0588707
.1836195
.0906545
.0745198
-.0681772
.0821299
-.0039233
.1016681
.0980543
.0473964
.0828336
.0799571
.0945641
.0250682
-.0009819
-.0616552
.033918
.1048622
.0937878
.0773187
.0905118
.0453998
.0146159
.053437
-.0243333
.0783738
.0912471
.0601715
.0085134
.0319404
.1352746
.0107542
.011195
.0045299
.0551065
.0408493
-.0113542
.0541853
.1172863
.0270348
.0399983
.119183
.0283372
.0279773
.0253784
.050928
.0024336
.0870249
.0233364
-.0834206
.0262486
.0906829
.0671819
.0607616
.0081003
.0226588
.146012
.0212002
.1136997
.0156226
.0512022
.2344573
.0333347
.0625035
.0366724
.0961944
.0533454
.0346302
.0535612
.1055575
-.0019324
.1026214
.076017
.005283
-.0392589
.0602445
.0229222
-.0118901
.0850707
.0160346
-.0523961
.0307551
.0181103
.081192
.096787
.1475411
.1933095
-.0366747
.0310466
.0164558
.0356425
-.0123064
-.0130476
.0775177
.1047629
.0110621
.0259689
.1116533
-.0240266
.0517734
.0625831
.0825299
.0614199
.1123737
.0638506
.1282466
.0872128
.0295238
-.0327682
-.0155215
.0435211
.0202821
-.0566617
.1115593
.0483628
.0260782
.0606392
-.0052918
.0435993
-.0481918
.1523222
.1474108
.122132
.0131067
.1008681
.1168791
.0987588
.0258249
.0939635
.0159513
.0059304
.0219447
.0930013
-.0114492
.0073791
.0503984
.1167016
.0390962
.0476746
.070172
.0729804
.1254349
.0441905
.0582809
.0441383
.0957371
.0526747
.0561178
.1640781
.0226275
.0832945
.1465026
.0060724
.031067
.0137491
.0797749
.0422977
-.0367049
.0690774
.0862138
-.0413785
.1171648
.0881842
.1543998
.0928928
.0868211
.0789728
.0540715
.0135903
.0152815
-.0442514
.0599221
-.0334164
-.0265195
.1254571
-.0227204
.0676506
.0353906
.0453401
.0775564
.1094028
.1359585
.0310216
.0070619
.0326705
.0520075
.0637581
.038853
.0698643
.0056768
.0706104
.0507767
.0970421
.0236942
.0382615
.0840449
.0954917
.0513051
.0959949
.1288428
.0483908
.0582104
.0631193
.0236445
.092785
.031944
.0073334
.0407383
.0798788
-.0075311
-.0044852
.0210591
.0699666
.0883009
.095537
.0169693
.0265568
-.0072546
.0806316
.0297198
.073631
.0315442
.0745481
.0314009
.1143884
-.0206943
-.0319498
-.0060133
.0520436
.1175509
.0780457
.0688835
.0160537
.0809124
.0431347
.0837032
.0854205
.0119568
.0071335
.0627888
.1426418
.0893393
.0428325
.0930123
.0993127
.000795
.0468118
.0090063
.0752731
.0266973
.0462712
.0072251
.0436247
.0583713
-.0074982
.0419176
-.0018856
-.0159844
.0189695
-.0026499
.029599
.0529529
.0383793
.1091279
.0491698
.0581833
.0397751
.0418124
.1188148
.0421671
.0478316
.0285617
.005815
.0645209
.0218645
.0848271
.0386813
.1022678
-.0612767
-.0166753
.134822
-.0465381
.0741888
.0055266
.0515873
.058775
.0120981
.0424106
.02453
-.0427512
-.0144721
.019629
.1204775
.0215611
.0737463
.053803
.0471388
.169852
.0275043
-.0215462
.0396254
.0605559
.0337717
.0190218
.0192489
.0220423
.0608711
.0138026
-.0116189
-.0059797
-.0185091
.0795158
.0751675
.0521975
.0552634
-.0022834
.0100462
.1030902
.0726743
.0291441
.0483743
.0489041
.0308337
-.010146
.0893735
.0773066
-.0013446
.0417985
.1055333
.0263948
-.017325
.0173122
.0412613
.0140087
.0320361
.0717582
.0435132
-.0141321
.0896252
-.0382247
.0376999
.0480927
.0177432
.1607179
.1276275
.1157599
-.0486656
-.0154457
.0177117
.0727423
.042954
-.0106536
.1027948
-.0370187
.0603429
.0459854
.0159187
.0662046
.0918398
.0326679
-.0355762
.0808521
.0071832
.0006845
.0324501
.0845662
-.0015767
.0707077
-.0246343
-.0254591
.1215884
.0213932
.030841
.025078
.0671207
-.0068987
.0348161
.0908376
.0620241
.048448
-.0061321
.0175308
.0627521
.0286164
.0659226
-.0503924
.0960963
.0841095
-.0268842
.0925511
.0933241
.0015805
-.0952039
.0629444
.0719544
.0899529
.0090266
.1790611
.0734794
.1138584
-.0230548
-.0126352
.0552587
.1042971
.0137426
.0576531
.0263001
.0449387
.0746722
.0046213
.060398
-.0368121
.1475837
.034281
.120091
.0588598
.0067886
.0804638
.1173288
.1313762
.0315697
.0241339
.0177847
.0454042
.0836974
.044379
.0786097
.1150743
.031034
.0457745
.0742928
.0614815
.0634169
.0699924
.0528234
.0213501
.088269
.0964072
.0593469
.1412156
.0766834
.0395308
.0299217
.109008
.0314298
.0705726
.0365109
-.0294214
.0127285
-.032209
.0306905
.0404456
.1062218
.0364956
.0635529
.0372576
.0308177
-.0334892
.0721014
-.0046569
.015949
.1260569
.0317076
.1248899
.1313962
.0168989
.082452
.0254473
.1030474
-.0386433
.0674428
-.0013845
.0523229
-.018662
.0297048
.006718
.0285799
.0321794
.0193237
.0802947
.0412699
.066972
.1083246
-.0035065
.0603805
.0304809
-.0618908
.0499349
.0465828
.0532525
.0058956
.062856
.0646103
.0147671
.0088764
.0633841
.0687722
-.0313566
-.014027
.0057189
.017752
.03968
-.0189607
.0405398
.0384869
.0361783
.0756587
.1032773
.0774639
-.0284831
-.0280837
.0051219
.01362
.047751
-.0253055
.0009082
.0597954
.0049663
.1348793
.0813931
.0856521
.0476115
.0740936
-.0028551
-.0420133
.0698044
-.0165287
.1346683
.0525356
.1282476
.0670883
.0295738
-.011347
.0567354
.0633843
.1054955
.1065939
.0254619
.0761256
.0528745
-.0135975
.0636032
.0446391
.0705924
.0709003
.0739958
.0369622
-.0027626
.0621056
.0356861
-.0207449
.0189564
.0880611
.0357714
.0419108
.0109289
.0359222
.0725078
.0522324
.0767793
.0756811
.1493613
-.0191785
.076685
.0552229
-.028646
.0232638
.0715747
.0023243
.0384789
.0439584
.0205349
.0268239
.0761986
.1172627
.002302
.1187914
.0253596
-.0307087
.066717
.0902689
-.0444663
.0404049
.1553538
.0323366
-.015112
-.0457224
.0288065
.059634
.0132158
.0676879
.1030132
.0178333
.041196
.1426772
.1239711
.0214953
.081293
.0567116
.0202643
.138381
.0700677
.1060056
.0447821
.0901314
.0590821
.0690868
.0857488
.0345912
.0908312
-.0201442
.0723818
.0435633
.0154142
.0306889
.0890441
.1061312
.0573117
.1392044
.1109767
.0487381
.0456624
.0491408
-.0225368
.0700253
.0210836
.109481
.0370739
.0855615
.0844912
.0156472
.0130542
.1092295
.0391476
.0810474
.0698794
.0678313
.0245077
.0227274
-.0817345
.1095811
.0968792
.0382366
.0716748
.0497096
.0322784
.028248
.0572563
.0410358
.0675733
.1119907
.0834327
.0602666
.0516082
.0239183
-.0058779
.0743742
.1040386
.0077935
.0422117
-.0194023
.0618474
-.0335377
.1217583
-.0240608
.1324217
.1574916
.0382447
.089974
.0235174
.0258727
.0272127
.0092805
.0925965
-.0136765
.0309536
.0862856
-.0007221
.0433671
-.096246
.0580303
.1013713
-.0096922
.0462129
-.0166314
.0680286
-.0228238
.0162646
-.0635948
.0194784
.0723357
.0035504
.1394638
.1410014
.0076456
.0294515
.0859504
.0505282
.0206319
-.0011827
.02713
.09216
.1196548
.0829122
.045958
.0648433
.1635056
-.0130062
.0279669
.0195362
.0234647
.1268305
-.0008479
.0548755
-.0536044
-.000995
.0837652
.0651795
.0405437
-.0055887
.1118988
.0731347
.0327892
.0119558
-.0722027
.096241
.0779926
.0924107
.0937916
.0716155
.0544364
.005778
.0681288
.0827947
.0817628
.1337527
.0458736
.0731459
.0434089
.0484321
.0401116
.0210074
.0278439
.0852301
.0591483
.0550314
.0523841
.056271
.0675843
.0743563
.1341863
-.0016044
.0963837
.0618438
.1357095
.0406547
.0041118
.0421413
-.064704
-.011714
.046749
.0913945
-.0153859
.0840356
.0869098
.0072488
.0108091
.0049078
.0373776
.0601874
.0158754
.1044355
.0133011
-.0127069
-.0216494
.00225
.0238961
.0813035
.0659725
.0363092
.0547711
.0356657
.029757
.1017243
.0243469
-.0042164
.0660598
.0446771
.0950431
.0859636
.0506953
.0985156
.0381952
.0492516
.0481884
.0812684
.0665347
.1286447
-.0210427
.0169569
.0816691
.1321787
.1079857
-.0277259
.035468
-.0157136
.079321
-.0049343
.0249424
-.0124184
.0435314
.1127275
-.0091994
-.001847
.0650079
.0466921
.1021328
.1450287
.0999676
.002351
.0100534
-.0103887
.0450137
.0849158
-.0189317
.0621623
.0586797
.0356487
-.0130623
.0032284
.138616
-.0437358
.1043513
.0844704
.0566428
.0530148
.0957792
.0151516
.0644986
-.0197056
.0643439
.088387
.1521746
.0779767
.0682554
.019495
.0945105
.0591597
.0768581
.097903
.0758237
.1298321
.0348995
.0247559
-.0301799
.0795606
-.0076152
.0229556
.0259879
.0427894
.1148796
.0761651
.0938581
.0353883
.1286052
-.0044798
.0282971
.0396255
.023483
.0114867
.0664604
-.0181168
.0548754
-.0298186
.0370359
.0051942
.0790861
.0255464
.1128147
.0202962
.0899544
.0451567
.0011999
.086341
.1316595
.0941256
.0577603
.0571754
.0509261
.0067126
.083699
.0413165
.1310724
.0615889
.0543985
.1712962
.0135158
.0624403
.0078036
.078678
-.0268254
.0783685
.0731969
.0453663
.0969548
.0101406
.0541767
-.0125979
.0094559
.1061933
.1347353
.1288074
.0889394
.0986197
.0023676
.0451089
.0369314
.0627432
.0211663
.031957
.0302335
.0174031
.0602452
.1391241
-.0159908
.0822389
.1133892
.1209997
.0038379
.0121183
.1066561
.0079534
-.0036095
-.0006304
.0580774
-.0027551
.0246109
.0800896
.0323139
.0840561
-.0016541
-.0056699
.0259367
.0207011
.0018242
.0651235
.0334041
.0371211
.0995715
.0190664
.0453892
.0146909
.1223793
.0636674
.1082961
-.0035359
.0155053
.0909228
.0204049
.0457639
.0252009
-.0039911
.0360604
.0402577
.1843393
.1490057
.0417738
-.0133634
.0953238
.1284712
-.0109467
.0598019
.0697638
.0002324
.0206551
.06428
.0382719
.036534
.0347455
.0660604
.0151392
.0910733
.0662098
.043416
.0804004
.061742
.1442782
.1187098
.1116653
.0635014
-.0261303
.009917
.0958157
.0522304
.0725342
-.0010378
.0826733
.060258
.0640077
.0879418
.0194689
.0788478
.0314031
.0300241
.038878
.0912009
.0522434
.025656
-.0659688
.056035
.0221315
.0105206
.0596116
.0100022
.0511239
.0218113
.0869564
.0119457
.0509723
.0882687
.0034378
.1190897
.0767038
.0114376
.0171856
-.019567
.0216363
.1499704
.0955343
-.0275813
.046809
.0767773
.0446345
.1101308
.0561756
.0403473
.0902456
-.0165855
.1565476
.0694379
.0670932
.1662829
-.0062813
.0303427
