Year Since Death, Mean, Confidence Interval
-6,.0469592,.0058696406428213
-5,.04387991,.0056830895467433
-4,.04772902,.0059151664224317
-3,.04080062,.0054888735944964
-2,.0469592,.0058696406428213
-1,.03849115,.0053376795202151
0,.04003079,.0054390264644226
1,.03464203,.0050738929310062
2,.03772132,.0052861480206319
3,.03541186,.0051279139018615
4,.03618168,.0051812836303585
5,.04387991,.0056830895467433
6,.04234026,.0055869888973292
